,REMOTE,START_DATE,TENURE_YEARS,SALARY,AGE,DISTANCE_FROM_HOME_TO_OFFICE_MILES_IF_NOT_REMOTE,AVERAGE_COMMUTE_MINUTES_IF_NOT_REMOTE,CHANGE_READINESS_1,CHANGE_READINESS_2,CHANGE_READINESS_3,CHANGE_READINESS_4,CHANGE_READINESS_5,CHANGE_COMMITMENT_1,CHANGE_COMMITMENT_2,CHANGE_COMMITMENT_3,CHANGE_COMMITMENT_4,CHANGE_COMMITMENT_5,SLEEP_INTERVENTION,EXERCISE_INTERVENTION,SMOKING_INTERVENTION,PRE_HOURS_OF_SLEEP,PRE_QUALITY_OF_SLEEP,PRE_DAILY_EXERCISE_MIN,PRE_BMI,PRE_SMOKING,POST_HOURS_OF_SLEEP,POST_QUALITY_OF_SLEEP,POST_DAILY_EXERCISE,POST_BMI,POST_SMOKING,PRE_ABSENTEEISM_DAYS_MONTH,PRE_PERFORMANCE,PRE_INTENTION_TO_STAY,POST_INTENTION_TO_STAY,POST_ABSENTEEISM,POST_PERFORMANCE,PRE_ENGAGEMENT_QUESTION_1,PRE_ENGAGEMENT_QUESTION_2,PRE_ENGAGEMENT_QUESTION_3,PRE_SATISFACTION_QUESTION_1,PRE_SATISFACTION_QUESTION_2,PRE_SATISFACTION_QUESTION_3,POST_ENGAGEMENT_QUESTION_1,POST_ENGAGEMENT_QUESTION_2,POST_ENGAGEMENT_QUESTION_3,POST_SATISFACTION_QUESTION_1,POST_SATISFACTION_QUESTION_2,POST_SATISFACTION_QUESTION_3,GENDER_FEMALE,GENDER_MALE,CHILDREN__N,CHILDREN__Y,RACE_ASIAN,RACE_BLACK,RACE_HISPANIC,RACE_NATIVE_AMERICAN,RACE_TWO_OR_MORE_RACES,RACE_WHITE,OFFICE_LOCATION_CO,OFFICE_LOCATION_IL,OFFICE_LOCATION_MN,OFFICE_LOCATION_UT,EMPLOYEE_LEVEL_DIRECTOR,EMPLOYEE_LEVEL_JUNIOR,EMPLOYEE_LEVEL_MANAGER,EMPLOYEE_JOB_FAMILY_ACCOUNTING_AND_FINANCE,EMPLOYEE_JOB_FAMILY_ADMINISTRATIVE,EMPLOYEE_JOB_FAMILY_CUSTOMER_SERVICE,EMPLOYEE_JOB_FAMILY_LEGAL,EMPLOYEE_JOB_FAMILY_MARKETING_AND_SALES
782,1,1659484800,2.013683159365732,26297.235413025788,23.541770229693736,23.946269455079772,26,3,3,3,3,3,3,3,3,3,3,0,1,0,7,4,1,30,0,7,4,3,30,0,0,2,1,1,0,1,1,1,2,4,4,4,1,1,2,5,5,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
783,0,1656374400,2.112245787702488,26716.575588613323,23.73699815997328,12.048158735221016,20,3,3,3,3,3,3,3,3,3,3,0,1,0,6,3,3,35,0,6,3,4,36,0,3,4,3,4,3,4,1,1,1,3,3,3,1,1,2,3,3,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
784,1,1655164800,2.1505756987223372,32395.377834445102,25.09344760097551,25.838668721841636,29,3,3,3,3,3,3,3,3,3,3,0,1,0,6,3,0,21,0,7,3,15,20,0,0,3,1,1,0,3,1,2,1,3,3,4,1,2,1,5,3,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
785,0,1651276800,2.273778984143282,30307.426761075,24.713578635618575,7.0457188276778595,10,3,3,3,3,3,3,3,3,3,3,0,1,0,11,4,39,24,0,11,4,40,24,0,0,3,3,3,0,3,1,1,2,3,3,3,2,1,2,3,4,3,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
786,0,1637971200,2.6954080053616254,28591.245568201735,22.062167486404736,15.016314519765164,21,3,3,3,3,3,3,3,3,3,3,0,1,0,6,5,31,29,0,6,5,30,28,0,1,4,3,4,1,3,2,3,3,4,3,4,2,3,3,4,3,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
787,0,1636243200,2.7501650211042676,28227.28696949504,24.94055848397023,18.291831663347647,25,3,3,3,3,3,3,3,3,3,3,0,1,0,6,3,39,20,0,6,3,41,18,0,0,3,3,3,0,3,5,2,3,4,4,3,5,3,3,4,4,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
788,0,1631577600,2.898008963609401,36047.55,27.516924503354268,32.52621038258155,35,3,3,3,3,3,3,3,3,3,3,0,1,0,6,5,15,22,0,6,5,15,23,0,2,5,1,1,1,5,5,4,3,4,5,5,5,5,3,4,5,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
789,0,1630281600,2.9390767254163825,28911.9660241551,21.45914945115757,32.72376212599532,37,3,3,3,3,3,3,3,3,3,3,0,1,0,5,4,42,28,0,4,4,41,27,0,1,1,1,1,1,1,4,1,3,3,3,3,4,1,3,3,3,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
790,1,1585612800,4.354545582363679,50685.6,24.05502512684875,14.337139040743667,17,3,3,3,3,3,3,3,3,3,3,0,1,0,6,4,59,17,0,6,3,57,16,0,0,5,2,2,0,4,5,3,2,4,5,3,5,3,2,5,5,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
791,0,1576627200,4.639282064225418,28046.550000000003,23.62326239337019,7.809450636361861,12,3,3,3,3,3,3,3,3,3,3,0,1,0,8,3,44,23,0,8,3,44,22,0,0,3,3,3,0,3,1,5,1,3,3,3,1,4,1,3,3,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
792,0,1529712000,6.125935041638148,27153.0,29.27699870662744,18.982488802795118,24,3,3,3,3,3,3,3,3,3,3,0,1,0,5,4,17,20,0,5,4,17,21,0,1,1,4,4,0,1,2,3,1,3,4,4,2,3,1,3,4,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
793,0,1520208000,6.427098628222679,46896.15,33.457746977378136,5.224072592795953,9,3,3,3,3,3,3,3,3,3,3,0,0,0,8,4,19,19,0,8,5,20,20,0,1,5,2,3,1,5,5,1,1,3,3,3,5,1,2,3,3,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
794,0,1516838400,6.533874808920832,33390.0,29.2061315098533,5.530909435588485,8,3,3,3,3,3,3,3,3,3,3,0,1,0,5,4,9,23,0,5,4,7,22,0,1,4,4,4,1,4,3,4,1,3,3,3,3,3,1,3,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
795,1,1510185600,6.7446893195300035,44810.85,29.296182798096332,5.699900218309473,11,3,3,3,3,3,3,3,3,3,3,0,1,0,6,4,14,25,20,6,4,13,24,22,1,3,1,1,1,3,1,1,1,3,5,5,1,1,1,5,4,4,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
796,0,1501372800,7.023950099817478,27875.4,32.069337250702354,4.951063667102885,9,3,3,3,3,3,3,3,3,3,3,0,0,0,6,4,21,21,0,6,4,20,20,0,1,2,3,3,0,2,2,1,3,4,3,3,2,1,3,3,2,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
797,0,1485388800,7.530452495436917,44765.700000000004,30.876465796861886,16.276096466326646,21,3,3,3,3,3,3,3,3,3,3,0,1,0,6,3,7,35,0,6,3,6,33,0,1,1,3,3,1,1,3,3,3,3,3,3,1,1,1,3,2,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
798,0,1395705600,10.372341612480037,46553.85,32.82246709376005,8.247627851190526,16,3,3,3,3,3,3,3,3,3,3,0,0,0,6,5,24,19,9,6,5,26,19,8,1,4,5,3,1,4,1,5,4,5,5,3,1,5,4,5,5,3,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
799,0,1313539200,12.976037711042666,100818.84,49.06623224818177,21.641906879238622,24,3,3,3,3,3,3,3,3,3,3,0,0,0,7,3,28,20,0,7,3,26,18,0,1,4,4,4,1,4,2,2,1,5,3,5,2,2,1,5,3,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
800,0,1036281600,21.76180088694958,145332.36000000002,55.889040499948784,21.04253014602286,25,3,3,3,3,3,3,3,3,3,3,0,0,0,6,4,8,24,0,6,5,10,25,0,1,3,5,5,1,4,4,2,4,5,5,4,4,2,4,5,5,4,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
801,0,1595721600,4.0342170402692235,55218.450000000004,26.0,14.134867141443257,22,1,1,3,1,4,2,2,4,1,3,1,1,0,7,4,24,21,0,7,4,24,19,0,1,5,1,2,1,5,5,3,1,5,5,4,5,3,2,5,5,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
802,0,1581379200,4.488700270933152,32067.420775306444,22.552832789887734,12.166092738765474,16,3,3,3,3,3,3,3,3,3,3,0,1,0,9,3,23,25,0,9,3,25,27,0,0,1,1,1,0,2,1,4,3,5,5,5,1,4,3,5,5,5,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
803,1,1284854400,13.885004172370524,287514.7,55.0,16.02551437822589,20,3,4,3,3,4,4,5,3,4,4,1,0,0,7,3,23,25,0,8,4,22,28,0,0,4,4,4,0,4,1,3,1,3,3,4,1,3,1,5,4,5,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
804,0,1611532800,3.5331903462240484,29044.41862648461,24.0,20.32649942281448,28,1,3,3,2,5,3,2,4,2,5,1,1,0,6,4,24,30,0,6,4,24,29,0,1,4,3,3,1,4,4,2,4,3,4,3,5,2,4,4,5,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
805,1,1631923200,2.8870575604608724,26620.38024646141,24.0,8.863685957534699,12,4,5,2,5,1,5,5,2,2,5,1,1,0,10,3,4,27,0,10,4,44,22,0,0,4,1,1,0,4,3,4,2,4,3,3,3,5,5,5,4,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
806,0,1505865600,6.881581858886609,53159.4,32.0,1.6130111547363812,9,1,1,1,4,5,1,5,3,1,2,1,0,0,7,3,12,21,0,7,3,12,20,0,1,5,5,5,1,5,5,4,1,3,4,4,5,4,1,4,5,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
807,0,1480723200,7.67829643794205,54218.850000000006,30.0,7.807363978252459,9,4,1,3,2,1,3,1,4,4,2,1,1,0,11,3,11,25,0,11,3,15,17,0,1,5,4,4,1,5,1,5,1,5,3,5,5,5,1,5,4,5,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
808,0,1624233600,3.1307262805156295,34151.3577403987,24.0,7.757486751793381,12,3,3,5,4,1,3,2,4,1,1,1,1,0,10,4,9,24,0,10,4,9,27,0,1,3,3,3,0,3,5,2,4,3,3,4,4,1,4,4,4,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
809,0,1643328000,2.5256612565594354,32395.377834445102,24.0,25.838668721841636,29,4,3,1,2,2,1,2,3,3,5,1,1,0,6,3,0,21,0,7,4,0,21,0,1,2,1,2,1,2,1,2,3,3,5,3,3,4,5,4,5,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
810,0,1600300800,3.8891109485512216,34947.15,25.0,18.153902088631398,21,4,4,3,1,1,1,2,1,1,1,1,1,0,7,4,36,28,0,7,4,36,27,0,0,4,3,3,0,4,1,4,5,4,5,5,1,5,5,5,5,5,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
811,0,1329264000,12.477748867784623,100818.84,50.0,21.641906879238622,24,4,5,4,3,4,2,1,4,4,1,1,0,0,6,3,12,28,0,7,4,12,28,0,1,5,4,4,0,5,2,1,5,3,4,4,3,2,5,4,5,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
812,0,1341273600,12.097187608373261,222019.2,53.0,16.765247121767942,24,1,1,5,5,3,3,1,1,1,4,1,0,1,7,2,10,30,25,7,3,10,28,16,3,5,5,5,3,5,2,2,2,5,5,3,5,5,5,5,5,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
813,0,1498003200,7.1307262805156295,83546.16,31.0,17.296109906714772,23,2,5,1,1,3,4,4,1,3,3,1,0,0,5,2,6,24,0,7,2,16,24,0,3,5,3,3,2,5,1,1,1,3,4,5,3,2,3,4,5,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
814,1,1634342400,2.8103977384211736,31621.71062122955,24.0,23.641014188768157,30,2,5,1,1,1,3,2,4,4,2,1,1,0,7,4,16,29,0,7,4,16,30,0,1,2,1,1,1,1,1,1,1,3,3,3,2,1,1,5,4,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
815,0,1596240000,4.01778993554643,52114.65,25.0,12.691387643644294,17,1,1,3,4,4,4,4,3,4,3,1,1,0,7,3,1,36,0,8,3,1,32,0,1,4,1,1,0,4,1,2,1,4,4,3,3,2,5,5,5,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
816,1,1595721600,4.0342170402692235,41591.55,26.0,19.231700291855514,25,4,5,3,2,3,4,2,1,4,3,1,1,0,6,5,16,27,0,7,5,20,22,0,0,2,1,1,0,2,1,4,4,3,3,3,1,3,3,5,4,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
817,0,1551657600,5.430520941706595,44329.950000000004,28.0,20.068249180211435,25,4,1,3,3,1,4,1,2,4,2,1,1,0,8,5,42,26,0,8,5,42,18,0,0,5,2,2,0,5,1,4,5,3,4,4,1,5,5,4,5,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
818,0,1617494400,3.3442786419119335,36008.700000000004,25.0,26.333693978098143,34,2,5,3,1,1,5,1,2,1,3,1,1,0,7,4,20,32,0,7,4,20,26,0,1,3,3,4,1,3,2,3,1,3,3,3,3,3,2,4,4,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
819,1,1550793600,5.457899449577916,30580.2,28.0,34.52880550310266,36,1,1,4,2,1,4,2,4,1,4,1,1,0,5,3,21,21,0,7,3,21,24,0,1,3,2,2,0,3,2,2,1,5,3,5,2,1,1,5,4,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
820,0,1570752000,4.8254559177504,41262.9,31.0,14.055464496411023,18,3,4,2,5,2,3,5,1,2,2,1,0,0,8,4,55,27,0,8,4,90,19,0,1,3,2,3,0,4,1,2,2,3,3,3,4,4,4,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
821,0,1509494400,6.76659212582706,37867.200000000004,28.0,18.723327135608706,25,5,5,1,1,1,2,4,3,1,2,1,1,0,6,4,14,22,0,6,4,14,25,0,1,5,3,3,0,5,1,1,1,4,4,4,1,1,1,5,5,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
822,0,1534550400,5.972615397558751,33390.0,30.0,5.530909435588485,8,1,3,2,5,4,3,2,4,1,3,1,1,0,6,4,9,23,0,7,4,9,23,0,0,3,1,1,0,4,1,3,4,4,5,5,1,3,4,5,5,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
823,0,1506729600,6.854203351015287,36730.05,33.0,25.50002753850106,33,3,1,4,1,4,3,1,1,1,3,1,0,0,6,3,18,27,0,7,3,18,27,0,1,3,2,2,1,3,2,2,2,4,4,5,2,2,2,5,5,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
824,0,1643328000,2.5256612565594354,33254.18644395718,22.0,8.423435792710507,16,2,1,3,1,3,1,2,1,3,1,1,1,0,8,5,32,25,0,8,5,32,24,0,1,4,3,4,0,4,5,1,5,3,3,3,5,3,5,4,4,4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
825,0,1633737600,2.8295626939310985,35050.05,26.0,31.653467080117373,36,3,2,3,2,3,2,4,2,3,5,1,1,0,6,4,14,29,0,7,4,14,24,0,1,2,1,1,1,2,3,2,1,5,4,4,4,4,4,5,5,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
826,0,1644883200,2.4763799423910573,32284.638655657258,21.0,16.901250222525537,22,3,2,4,4,5,1,3,3,1,3,1,1,0,6,3,44,25,0,7,3,47,22,0,1,1,1,1,1,2,5,2,5,3,3,3,4,1,5,4,4,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
827,0,1484438400,7.5605688540953695,48860.700000000004,29.0,13.419578176234424,15,4,3,4,5,3,1,1,1,5,4,1,1,0,5,4,19,29,0,5,4,21,25,0,1,5,5,5,1,5,3,4,4,4,5,4,2,2,3,5,5,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
828,0,1564272000,5.030794726785308,30795.45,28.0,24.997540216435453,31,4,5,3,1,1,1,3,4,4,5,1,1,0,5,3,54,23,0,6,3,55,17,0,1,3,3,4,1,3,5,1,5,5,5,5,5,3,5,5,5,5,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
829,0,1427846400,9.353861119666895,40255.950000000004,32.0,31.361194300944952,37,1,2,4,4,3,2,2,2,1,1,1,0,0,5,4,13,28,0,7,4,18,23,0,1,2,4,4,0,2,3,1,2,3,4,3,3,1,3,4,5,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
830,0,1648598400,2.358652358544377,29699.41277193,23.0,11.525483630671408,18,1,4,1,1,3,2,1,2,2,5,1,1,0,7,3,0,23,0,7,3,15,20,0,2,3,3,3,2,3,1,1,1,3,4,3,1,1,1,4,5,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
831,0,1634860800,2.793970633698381,31092.600000000002,25.0,18.672996184405378,22,4,4,5,3,4,2,3,2,2,2,1,1,0,6,3,51,26,0,7,4,51,24,0,0,2,1,2,0,2,2,4,5,4,3,5,4,5,5,5,4,5,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
832,0,1587600000,4.2915750142596405,45683.4,27.0,31.7534860441478,37,4,1,4,4,5,3,4,5,1,3,1,1,0,6,4,14,28,0,6,5,24,25,0,2,1,1,2,0,1,1,2,1,5,4,5,4,5,5,5,5,5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
833,0,1268611200,14.39972012035136,86718.36,52.0,25.51663279264405,29,1,1,3,1,1,5,3,1,1,1,1,0,0,7,3,1,37,0,7,4,1,37,0,1,4,5,5,0,4,2,1,3,3,5,3,5,3,5,4,5,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
834,1,1564358400,5.028056875998176,84562.92000000001,50.0,11.049817089710022,16,2,1,1,5,2,5,4,4,2,4,1,0,1,7,3,12,25,10,8,3,12,29,8,3,3,3,3,2,3,1,1,2,4,5,5,1,1,1,5,5,5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
835,0,1557619200,5.24160923739448,45804.15,28.0,4.331311642453396,9,1,1,1,2,5,5,4,3,1,2,1,1,0,7,3,15,28,0,8,3,25,25,0,1,3,3,3,0,3,4,3,1,3,3,3,5,4,3,4,4,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
836,0,1577059200,4.625592810289757,52057.950000000004,28.0,27.178477296212748,30,1,2,4,3,4,4,5,5,1,1,1,1,1,7,4,0,23,13,7,4,15,22,6,1,5,3,4,0,5,2,2,1,3,4,3,3,5,5,4,5,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
837,0,1629936000,2.950028128564911,47552.4,26.0,7.306648222255131,11,5,3,2,4,4,2,2,4,5,3,1,1,0,8,4,36,24,0,8,4,36,24,0,0,5,1,2,0,5,5,3,5,4,3,3,5,5,5,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
838,1,1556064000,5.290890551562858,37788.450000000004,30.0,5.565405112333361,12,1,4,1,2,2,5,1,4,3,4,1,1,0,7,4,16,26,0,7,4,16,30,0,0,2,2,2,0,2,1,1,5,5,4,3,1,1,3,5,5,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
839,0,1559347200,5.186852221651837,25670.4,28.0,34.25109029861531,36,1,3,2,3,1,3,4,4,3,1,1,1,0,6,4,27,27,0,6,4,27,28,0,1,2,1,1,0,2,4,1,3,3,3,3,5,1,3,4,4,4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
840,0,1302393600,13.329220462582708,86757.48000000001,48.0,8.456527444357203,14,1,1,4,4,2,3,3,1,1,1,1,0,0,8,3,18,35,0,8,4,18,37,0,1,4,5,5,1,4,3,3,1,4,5,3,2,3,1,5,5,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
841,0,1325203200,12.606427854779833,121736.52,44.0,15.311593569927057,20,5,4,1,3,2,2,1,5,5,1,1,0,0,8,3,4,22,0,8,3,15,23,0,1,4,4,4,1,4,1,2,1,5,5,5,1,2,1,5,5,5,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
842,0,1619222400,3.2895216261692917,103636.08,30.0,12.358258185925724,17,3,4,1,2,2,3,2,1,3,2,1,1,0,9,2,38,23,0,9,3,51,23,0,0,5,1,2,0,5,3,5,2,5,3,3,3,5,3,5,4,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
843,0,1568851200,4.885688635067306,30928.800000000003,28.0,14.988617552375292,17,3,2,1,4,5,1,5,3,1,1,1,1,0,6,4,4,27,0,6,4,4,26,0,1,3,3,3,1,4,3,3,1,3,3,3,5,5,2,5,4,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
844,1,1607904000,3.6481800792835966,30629.14166911408,24.0,27.93905310820945,32,2,5,4,5,2,1,2,1,1,1,1,1,0,7,4,29,26,0,8,4,29,31,0,1,3,1,1,0,3,1,1,1,3,3,3,1,1,1,5,4,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
845,0,1483401600,7.593423063540954,40360.950000000004,32.0,0.2089161357845457,8,3,2,4,4,4,3,3,1,4,1,1,0,0,10,2,30,25,0,10,5,30,23,0,0,3,5,5,0,3,5,3,5,5,4,5,5,3,5,5,5,5,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
846,0,1601683200,3.845305335957108,39969.3,26.0,22.313356306138697,24,1,3,3,2,1,1,1,1,1,5,1,1,0,6,4,19,24,0,7,4,19,23,0,1,1,2,2,1,1,3,4,5,5,5,5,3,5,5,5,5,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
847,1,1506297600,6.867892604950947,38348.1,32.0,6.975503609028291,14,4,5,3,1,3,1,1,2,1,1,1,0,0,5,4,0,30,0,5,4,0,34,0,1,5,1,1,1,4,1,1,1,3,3,3,1,1,1,5,4,4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
848,1,1502150400,6.9993094427332885,49877.1,32.0,23.45589106053938,26,5,1,5,2,1,2,2,2,1,2,1,0,0,7,4,0,22,0,8,4,0,24,0,1,5,3,3,1,4,3,3,2,4,5,5,3,3,2,5,5,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
849,0,1645747200,2.449001434519736,27039.742168066263,24.0,29.074277867069938,34,4,4,4,4,1,5,5,4,5,3,1,1,0,6,5,3,34,0,6,5,23,32,0,1,3,3,4,0,3,1,4,4,3,3,3,3,4,5,4,4,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
850,1,1598572800,3.943867964293864,48353.55,25.0,17.09871987067121,19,4,4,1,4,2,5,3,2,2,5,1,1,0,6,4,15,26,0,6,4,44,24,0,1,3,1,1,1,3,3,3,3,3,3,3,3,4,5,5,4,4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
851,0,1532304000,6.043799518024185,97987.32,36.0,30.667752562196746,32,2,1,3,4,4,4,2,1,1,3,1,0,0,6,2,21,32,0,6,3,21,29,0,1,5,4,4,0,5,2,2,3,4,5,5,3,5,3,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
852,0,1511740800,6.695408005361625,36906.450000000004,32.0,28.841691008542867,31,2,5,4,1,1,3,4,5,3,3,1,0,0,7,5,9,27,0,8,5,14,29,0,1,3,4,4,1,3,1,1,4,3,3,3,2,1,5,4,4,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
853,0,1664236800,1.8631013660734668,34354.8764315611,22.0,29.570496228077147,32,2,3,1,3,3,2,1,1,2,1,1,1,0,6,3,8,26,0,6,3,8,23,0,1,4,3,3,1,4,2,1,1,3,3,3,3,1,2,4,4,4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
854,0,1539561600,5.813820051905089,51905.700000000004,28.0,10.14261262081146,15,4,5,1,4,2,4,3,5,3,1,1,1,0,5,5,24,28,0,7,5,35,22,0,0,1,2,2,0,2,1,5,1,3,3,3,3,5,4,4,4,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
855,0,1598313600,3.95208151665526,108047.52,27.0,34.350924376335996,36,3,2,3,3,2,3,5,3,3,5,1,1,0,5,4,10,28,0,5,5,10,28,0,1,4,3,3,0,4,4,1,1,4,3,4,4,1,1,5,4,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
856,0,1604793600,3.7467427076203523,51777.600000000006,25.0,6.431488666031347,14,1,4,4,4,2,4,3,1,3,3,1,1,0,9,3,15,33,0,9,3,47,27,0,1,4,3,3,0,4,1,3,4,5,3,5,2,4,5,5,4,5,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
857,0,1644710400,2.4818556439653214,32987.98837727634,21.0,20.263281510646024,28,3,5,1,2,2,4,1,3,2,1,1,1,0,6,5,28,27,0,7,5,28,22,0,1,3,1,2,0,4,5,1,5,4,3,3,5,3,5,5,5,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
858,0,1639267200,2.654340243554644,27857.16622732871,24.0,12.431373559097636,15,3,2,4,4,2,4,4,1,3,1,1,1,1,9,3,23,33,6,9,3,25,30,0,0,3,3,4,0,3,2,1,1,4,5,4,5,2,5,5,5,5,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
